IDADE,TEMPO_NA_ONG,INDE_ANTERIOR,IAA_ANTERIOR,IEG_ANTERIOR,IPS_ANTERIOR,IDA_ANTERIOR,IPP_ANTERIOR,IPV_ANTERIOR,IAN_ANTERIOR,ALUNO_NOVO,GENERO,TURMA,INSTITUICAO_ENSINO,FASE,RISCO_DEFASAGEM,ANO_REFERENCIA,prediction
10.0,2,8.532075,9.0,9.4,3.14,8.4,9.21875,9.23,10.0,0,Feminino,2K,Privada - Programa de Apadrinhamento,2K,0,2024,0
11.0,2,6.78,0.0,8.9,3.14,8.3,6.25,9.505,5.0,0,Feminino,1L,Pública,1L,1,2024,1
10.0,2,7.71645,8.0,9.4,3.77,8.3,7.8125,8.59,5.0,0,Masculino,1K,Pública,1K,1,2024,1
11.0,2,8.2697,10.0,9.5,7.52,8.5,7.708333333,8.283333333,5.0,0,Masculino,2U,Pública,2U,0,2024,1
11.0,2,7.81295,10.0,9.5,3.77,7.4,8.4375,8.56,5.0,0,Masculino,2U,Pública,2U,0,2024,1
11.0,2,8.662616667,9.0,9.9,6.27,9.2,9.6875,9.283333333,5.0,0,Masculino,2L,Pública,2L,0,2024,1
11.0,2,7.6417,9.5,9.6,6.27,6.7,6.875,8.085,5.0,0,Masculino,1J,Pública,1J,1,2024,1
10.0,2,8.2712,9.0,9.3,7.52,7.0,7.916666667,7.836666667,10.0,0,Masculino,2G,Pública,2G,0,2024,0
10.0,2,7.7862,9.5,9.0,4.38,8.2,7.5,8.59,5.0,0,Masculino,1G,Pública,1G,0,2024,1
12.0,2,6.78,0.0,7.2,7.52,6.9,7.5,9.84,5.0,0,Masculino,2H,Pública,2H,1,2024,1
10.0,2,7.2117,9.0,8.5,3.77,7.9,5.625,8.01,5.0,0,Feminino,1G,Pública,1G,1,2024,1
11.0,2,6.5418,7.9,9.1,2.52,7.6,5.0,5.84,5.0,0,Masculino,1D,Pública,1D,1,2024,1
17.0,2,7.08435,8.8,8.9,6.27,5.7,5.9375,7.8425,5.0,0,Masculino,5N,Pública,5N,1,2024,1
10.0,2,6.06525,0.0,7.9,6.26,7.3,6.5625,6.265,5.0,0,Masculino,1C,Pública,1C,1,2024,1
10.0,2,6.1683,8.4,7.5,2.52,6.6,5.625,6.01,5.0,0,Masculino,1B,Pública,1B,1,2024,1
10.0,2,7.8402,10.0,9.5,3.77,7.4,6.25,9.84,5.0,0,Feminino,1G,Pública,1G,0,2024,1
9.0,2,6.6415,0.0,9.5,3.77,6.0,5.625,8.01,10.0,0,Feminino,1G,Pública,1G,0,2024,0
10.0,2,8.62995,9.5,10.0,7.52,6.8,8.4375,8.67,10.0,0,Feminino,2I,Pública,2I,0,2024,0
9.0,2,7.248833333,0.0,8.1,3.77,9.3,8.125,7.946666667,10.0,0,Masculino,ALFA J - G2/G3,Pública,ALFA,1,2024,0
9.0,2,8.6042,8.0,9.2,7.52,7.3,7.5,10.0,10.0,0,Feminino,1G,Pública,1G,0,2024,0
18.0,3,0.0,8.3,0.0,6.89,0.0,0.0,0.0,10.0,1,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
9.0,2,8.2372,7.0,9.8,6.89,7.4,7.5,8.34,10.0,0,Masculino,1G,Pública,1G,0,2024,0
9.0,1,9.31095,9.5,10.0,8.13,9.6,8.4375,8.92,10.0,0,Feminino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
10.0,1,8.2212,8.5,9.1,8.14,8.9,7.5,8.585,5.0,0,Masculino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
8.0,1,5.92975,0.0,7.6,3.14,6.3,5.9375,6.26,10.0,0,Masculino,ALFA E - G2/G3,Pública,ALFA,1,2024,0
9.0,1,8.6992,9.0,8.6,8.76,8.9,7.5,8.415,10.0,0,Masculino,ALFA B - G2/G3,Pública,ALFA,1,2024,0
8.0,1,8.63895,10.0,9.5,8.76,7.1,7.1875,8.67,10.0,0,Masculino,ALFA A - G0/G1,Pública,ALFA,1,2024,0
17.0,3,8.6625,7.5,10.0,5.63,9.3,8.125,8.385,10.0,0,Masculino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,0
10.0,1,6.8617,9.0,9.5,3.76,6.9,4.375,6.84,5.0,0,Masculino,1B,Pública,1B,0,2024,1
12.0,1,7.8012,8.5,9.7,7.52,7.0,6.25,8.67,5.0,0,Feminino,1B,Pública,1B,1,2024,1
10.0,1,5.811,0.0,8.2,7.52,4.8,6.25,6.67,5.0,0,Masculino,1E,Pública,1E,1,2024,1
9.0,1,8.6492,10.0,9.4,7.52,7.5,7.5,8.835,10.0,0,Masculino,1K,Pública,1K,0,2024,0
11.0,1,6.24,0.0,9.5,2.52,8.1,5.0,7.34,5.0,0,Masculino,1B,Pública,1B,1,2024,1
10.0,1,6.8225,0.0,9.8,2.52,8.2,6.875,8.915,5.0,0,Feminino,1A,Pública,1A,1,2024,1
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
8.0,1,6.724,0.0,9.4,2.52,6.3,6.25,8.585,10.0,0,Feminino,ALFA E - G2/G3,Pública,ALFA,1,2024,0
8.0,1,8.4587,9.0,9.7,4.39,8.8,6.875,8.66,10.0,0,Feminino,ALFA B - G2/G3,Pública,ALFA,1,2024,0
9.0,1,8.8252,9.0,9.8,7.52,8.7,7.5,8.665,10.0,0,Masculino,ALFA D - G2/G3,Pública,ALFA,1,2024,0
8.0,1,8.6422,8.5,9.4,7.52,8.1,7.5,9.0,10.0,0,Feminino,ALFA E - G2/G3,Pública,ALFA,1,2024,0
8.0,1,8.9182,9.0,10.0,7.52,8.8,7.5,8.83,10.0,0,Masculino,ALFA D - G2/G3,Pública,ALFA,1,2024,0
9.0,1,8.8092,8.5,9.5,6.89,9.1,7.5,9.0,10.0,0,Masculino,ALFA B - G2/G3,Pública,ALFA,1,2024,0
10.0,1,7.8882,9.5,9.5,6.89,7.5,7.5,7.995,5.0,0,Feminino,ALFA B - G2/G3,Pública,ALFA,1,2024,1
9.0,1,8.8112,8.0,9.6,6.89,8.3,7.5,10.0,10.0,0,Masculino,1C,Pública,1C,0,2024,0
10.0,1,8.8042,9.5,10.0,7.52,9.3,7.5,10.0,5.0,0,Masculino,1B,Pública,1B,0,2024,1
10.0,1,8.8142,9.5,9.9,7.52,9.4,7.5,10.0,5.0,0,Feminino,1C,Pública,1C,1,2024,1
9.0,1,8.5397,9.5,9.5,7.52,6.8,6.875,9.5,10.0,0,Feminino,ALFA B - G2/G3,Pública,ALFA,1,2024,0
8.0,1,9.0912,9.5,10.0,6.89,8.5,7.5,10.0,10.0,0,Masculino,1C,Pública,1C,0,2024,0
10.0,1,5.48225,0.0,8.1,7.52,6.5,6.5625,3.32,5.0,0,Masculino,ALFA I - G2/G3,Pública,ALFA,1,2024,1
10.0,1,8.4217,9.0,9.8,3.77,9.4,8.125,10.0,5.0,0,Masculino,1B,Pública,1B,1,2024,0
9.0,1,8.8452,10.0,9.8,3.77,9.5,7.5,9.34,10.0,0,Masculino,1B,Pública,1B,0,2024,0
15.0,3,8.699408333,10.0,9.6,7.52,7.7,8.59375,8.1725,10.0,0,Feminino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
9.0,1,8.8947,9.0,9.8,9.38,7.8,8.125,8.67,10.0,0,Feminino,1B,Pública,1B,0,2024,0
9.0,1,8.5242,10.0,9.6,5.02,7.8,7.5,9.01,10.0,0,Feminino,1B,Pública,1B,0,2024,0
8.0,1,8.140783333,9.0,9.3,7.52,6.4,7.8125,7.836666667,10.0,0,Feminino,ALFA F - G0/G1,Pública,ALFA,1,2024,0
10.0,1,7.831033333,9.5,9.4,7.52,8.3,6.875,7.056666667,5.0,0,Masculino,ALFA J - G2/G3,Pública,ALFA,1,2024,1
9.0,1,8.962033333,9.5,9.6,7.52,9.3,8.125,8.336666667,10.0,0,Feminino,ALFA J - G2/G3,Privada,ALFA,1,2024,0
9.0,1,8.479366667,9.0,9.0,7.52,7.9,8.125,8.223333333,10.0,0,Feminino,ALFA I - G2/G3,Pública,ALFA,1,2024,0
11.0,1,8.486033333,10.0,9.9,7.52,9.2,8.125,8.056666667,5.0,0,Feminino,ALFA J - G2/G3,Pública,ALFA,1,2024,1
18.0,3,7.42395,10.0,7.4,6.89,7.4,7.8125,7.4675,5.0,0,Feminino,6L,Privada - Programa de Apadrinhamento,6L,1,2024,1
9.0,1,7.801,0.0,8.8,7.52,8.9,8.75,8.17,10.0,0,Masculino,1G,Pública,1G,0,2024,0
12.0,1,5.59545,9.0,6.7,2.52,3.4,5.3125,7.01,5.0,0,Masculino,1G,Pública,1G,1,2024,1
10.0,1,7.0797,7.0,9.4,7.52,6.3,5.625,7.175,5.0,0,Feminino,ALFA G - G2/G3,Pública,ALFA,1,2024,1
10.0,1,7.3882,9.5,9.7,2.52,6.6,6.25,9.005,5.0,0,Feminino,ALFA I - G2/G3,Pública,ALFA,1,2024,1
8.0,1,7.4967,10.0,8.7,2.52,7.7,5.625,7.01,10.0,0,Feminino,ALFA G - G2/G3,Pública,ALFA,1,2024,0
10.0,1,6.225,0.0,8.4,7.52,5.3,6.25,8.09,5.0,0,Masculino,ALFA I - G2/G3,Pública,ALFA,1,2024,1
18.0,3,7.375916667,9.6,9.4,5.63,6.7,7.1875,7.045,5.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,1
9.0,1,6.9647,9.0,6.3,7.52,6.1,5.625,6.35,10.0,0,Feminino,ALFA G - G2/G3,Pública,ALFA,1,2024,1
8.0,1,7.7407,9.0,9.7,7.52,6.3,5.625,6.68,10.0,0,Feminino,ALFA I - G2/G3,Pública,ALFA,1,2024,0
9.0,1,8.5262,8.5,9.7,3.14,8.4,7.5,10.0,10.0,0,Feminino,1C,Pública,1C,0,2024,0
9.0,1,8.8842,9.5,9.9,7.52,7.3,7.5,10.0,10.0,0,Feminino,1D,Pública,1D,0,2024,0
9.0,1,6.5207,9.0,5.6,7.52,5.0,5.625,5.93,10.0,0,Masculino,ALFA I - G2/G3,Pública,ALFA,1,2024,1
8.0,1,7.1837,9.0,8.9,7.52,5.4,5.625,5.595,10.0,0,Masculino,ALFA I - G2/G3,Pública,ALFA,1,2024,0
10.0,1,7.7792,9.0,10.0,3.77,6.8,7.5,9.51,5.0,0,Feminino,1G,Pública,1G,1,2024,1
10.0,1,7.5982,9.0,9.7,3.77,6.4,7.5,9.255,5.0,0,Feminino,1G,Pública,1G,0,2024,1
9.0,1,9.3712,8.5,10.0,7.52,9.8,8.75,9.67,10.0,0,Feminino,1K,Pública,1K,0,2024,0
9.0,1,9.1312,8.5,9.8,7.52,8.8,8.75,9.67,10.0,0,Feminino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
17.0,3,0.0,7.9,0.0,3.14,0.0,0.0,0.0,10.0,1,Feminino,7E,Privada - Programa de Apadrinhamento,7E,0,2024,1
9.0,1,8.8872,9.0,8.8,7.52,9.0,8.75,9.0,10.0,0,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
9.0,1,7.3747,8.5,8.2,2.52,7.8,5.625,7.6,10.0,0,Masculino,ALFA K - G0/G1,Pública,ALFA,1,2024,0
9.0,1,9.1737,9.0,9.6,7.52,8.7,9.375,9.67,10.0,0,Feminino,ALFA L - G2/G3,Pública,ALFA,1,2024,0
10.0,1,7.9535,0.0,9.8,7.52,9.4,9.375,9.67,5.0,0,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
9.0,1,9.3237,9.5,9.6,7.52,9.2,9.375,9.67,10.0,0,Feminino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
10.0,1,6.7372,8.5,8.4,7.52,4.2,6.25,7.5,5.0,0,Masculino,ALFA L - G2/G3,Pública,ALFA,1,2024,1
12.0,1,7.9742,9.0,10.0,7.52,5.4,7.5,10.0,5.0,0,Feminino,1N,Pública,1N,1,2024,1
17.0,3,7.289333333,7.5,9.6,2.52,7.2,8.75,7.795,5.0,0,Feminino,6L,Privada - Programa de Apadrinhamento,6L,0,2024,1
9.0,1,7.6872,8.0,10.0,7.52,5.0,5.0,8.175,10.0,0,Feminino,ALFA L - G2/G3,Pública,ALFA,1,2024,0
9.0,1,8.9172,9.5,9.4,7.52,8.0,7.5,9.925,10.0,0,Feminino,1L,Pública,1L,0,2024,0
10.0,1,7.0687,9.0,7.6,7.52,7.5,5.625,6.67,5.0,0,Feminino,ALFA L - G2/G3,Pública,ALFA,1,2024,1
9.0,1,8.0777,8.5,9.2,7.52,7.9,6.875,6.84,10.0,0,Masculino,ALFA N - G2/G3,Pública,ALFA,1,2024,1
8.0,1,8.5822,9.5,9.4,7.52,9.3,7.5,7.0,10.0,0,Masculino,ALFA N - G2/G3,Pública,ALFA,1,2024,0
9.0,1,6.3457,9.0,7.9,7.52,3.3,4.375,5.08,10.0,0,Masculino,ALFA M - G0/G1,Pública,ALFA,1,2024,1
9.0,1,8.0172,9.5,8.1,7.52,8.9,6.25,6.5,10.0,0,Feminino,ALFA N - G2/G3,Pública,ALFA,1,2024,1
9.0,1,8.8862,9.0,10.0,7.52,9.3,7.5,8.17,10.0,0,Feminino,ALFA N - G2/G3,Pública,ALFA,1,2024,1
8.0,1,8.8902,9.5,9.7,7.52,8.4,7.5,9.09,10.0,0,Feminino,ALFA N - G2/G3,Privada,ALFA,1,2024,0
9.0,1,8.37095,9.5,9.2,3.77,9.0,7.1875,8.425,10.0,0,Masculino,1N,Pública,1N,0,2024,0
9.0,1,7.54005,7.4,8.8,3.14,8.3,6.5625,7.09,10.0,0,Feminino,1N,Pública,1N,0,2024,0
9.0,1,6.82375,0.0,8.3,3.14,7.7,7.1875,8.005,10.0,0,Feminino,1N,Pública,1N,0,2024,0
11.0,1,7.1297,9.0,8.8,3.14,7.8,6.875,7.09,5.0,0,Feminino,1K,Pública,1K,1,2024,1
12.0,1,7.7312,8.0,7.5,7.52,7.8,7.5,9.345,5.0,0,Masculino,1N,Pública,1N,1,2024,1
9.0,1,9.2902,10.0,9.8,7.52,9.3,7.5,9.84,10.0,0,Feminino,1M,Pública,1M,0,2024,0
9.0,1,8.6677,10.0,9.6,7.52,7.7,6.875,8.84,10.0,0,Masculino,ALFA O - G2/G3,Pública,ALFA,1,2024,1
18.0,3,7.610791667,9.6,8.9,7.52,6.4,7.65625,7.84,5.0,0,Masculino,8F,Concluiu o 3º EM,8F,0,2024,1
11.0,1,7.0847,8.5,10.0,7.52,6.3,5.625,5.85,5.0,0,Masculino,1K,Pública,1K,1,2024,1
10.0,1,5.99625,0.0,8.7,2.52,6.2,5.3125,8.665,5.0,0,Masculino,1M,Pública,1M,1,2024,1
10.0,1,8.6142,9.5,9.8,7.52,8.5,7.5,10.0,5.0,0,Feminino,1R,Pública,1R,0,2024,1
10.0,1,7.7997,8.5,9.4,7.52,7.2,6.875,8.5,5.0,0,Masculino,1R,Pública,1R,1,2024,1
10.0,1,6.4832,8.5,8.2,6.27,4.7,5.0,7.18,5.0,0,Feminino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
10.0,1,7.44345,10.0,10.0,7.52,5.0,6.5625,7.675,5.0,0,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
11.0,1,7.1347,9.5,8.0,7.52,6.5,5.625,7.35,5.0,0,Masculino,1R,Pública,1R,1,2024,1
10.0,1,8.4942,9.0,9.7,7.52,8.3,7.5,10.0,5.0,0,Feminino,1R,Pública,1R,1,2024,1
9.0,1,7.7692,8.5,9.7,7.52,5.5,6.25,7.51,10.0,0,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
9.0,1,7.0169,7.8,6.4,3.77,6.9,5.625,8.17,10.0,0,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
9.0,1,7.5427,9.0,9.1,3.77,6.0,6.875,7.84,10.0,0,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
10.0,1,5.82875,0.0,8.6,3.77,5.2,7.1875,7.415,5.0,0,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,1
8.0,1,8.4752,9.0,9.1,3.77,8.8,7.5,9.34,10.0,0,Masculino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
8.0,1,7.7803,7.9,9.2,7.52,6.5,5.625,7.67,10.0,0,Feminino,ALFA R - G0/G1,Pública,ALFA,1,2024,0
8.0,1,7.1717,8.5,7.4,5.02,5.8,5.625,8.085,10.0,0,Feminino,ALFA R - G0/G1,Pública,ALFA,1,2024,0
8.0,1,8.3877,9.0,9.8,3.77,8.6,5.625,9.34,10.0,0,Feminino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
9.0,1,8.1617,9.5,9.6,6.27,6.0,5.625,9.51,10.0,0,Masculino,ALFA Q - G2/G3,Pública,ALFA,1,2024,0
16.0,3,0.0,7.9,0.0,2.52,0.0,0.0,0.0,10.0,1,Feminino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
9.0,1,7.1425,0.0,9.8,5.02,6.3,5.625,9.34,10.0,0,Feminino,1P,Pública,1P,0,2024,0
8.0,1,7.5367,9.5,9.1,2.52,5.8,5.625,9.01,10.0,0,Feminino,ALFA S - G2/G3,Pública,ALFA,1,2024,0
8.0,1,7.1215,0.0,9.1,2.52,8.6,5.625,8.835,10.0,0,Masculino,1P,Pública,1P,0,2024,0
9.0,1,8.8177,8.0,9.8,7.52,8.3,6.875,9.84,10.0,0,Feminino,1R,Pública,1R,0,2024,0
9.0,1,7.6247,9.0,9.3,2.52,6.8,5.625,8.5,10.0,0,Masculino,1P,Pública,1P,0,2024,0
9.0,1,8.0107,9.5,9.1,2.52,8.3,5.625,8.83,10.0,0,Feminino,1P,Pública,1P,0,2024,0
9.0,1,7.6765,0.0,9.8,6.27,7.3,6.875,9.76,10.0,0,Masculino,1P,Pública,1P,0,2024,0
10.0,1,7.9568,7.9,8.1,7.52,8.5,6.25,9.84,5.0,0,Feminino,1P,Pública,1P,1,2024,1
10.0,1,7.7242,9.5,8.1,2.52,8.3,7.5,10.0,5.0,0,Masculino,1R,Pública,1R,0,2024,1
10.0,1,7.254,0.0,8.5,7.52,7.8,7.5,10.0,5.0,0,Masculino,1A,Pública,1A,1,2024,1
10.0,1,7.7687,10.0,9.1,3.14,7.7,6.875,9.585,5.0,0,Feminino,1A,Pública,1A,1,2024,1
9.0,1,7.4127,9.5,9.4,3.77,6.0,5.625,7.265,10.0,0,Feminino,ALFA T - G2/G3,Pública,ALFA,1,2024,1
12.0,1,6.4782,9.5,7.9,3.77,5.1,6.25,7.18,5.0,0,Feminino,1E,Pública,1E,1,2024,1
